Method,LoggingLevel,Log
"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: org.apache.hadoop.hdfs.protocol.Block addStoredBlock(org.apache.hadoop.hdfs.server.blockmanagement.BlockInfo,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeStorageInfo,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeDescriptor,boolean)>",warn,Inconsistent number of corrupt replicas for  storedBlock blockMap has  <*>  but corrupt replicas map has  <*> 
"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: java.util.Collection processReport(org.apache.hadoop.hdfs.server.blockmanagement.DatanodeStorageInfo,org.apache.hadoop.hdfs.protocol.BlockListAsLongs)>",info,BLOCK* processReport: logged info for  <*>  of  i$  reported. 
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: int invalidateWorkForOneNode(org.apache.hadoop.hdfs.protocol.DatanodeInfo)>,debug,"In safemode, not computing replication work"
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: int invalidateWorkForOneNode(org.apache.hadoop.hdfs.protocol.DatanodeInfo)>,info,BLOCK*  <*> : ask  dn  to delete  <*> 
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: int invalidateWorkForOneNode(org.apache.hadoop.hdfs.protocol.DatanodeInfo)>,warn,"DataNode  dn  cannot be found with UUID  <*> , removing block invalidation work. "
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: int computeReplicationWorkForBlocks(java.util.List)>,debug,Block  block  cannot be repl from any node 
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: int computeReplicationWorkForBlocks(java.util.List)>,debug,BLOCK* block  <*>  is moved from neededReplications to pendingReplications 
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: int computeReplicationWorkForBlocks(java.util.List)>,debug,BLOCK* neededReplications =  <*>  pendingReplications =  <*> 
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: int computeReplicationWorkForBlocks(java.util.List)>,info,BLOCK* Removing  block  from neededReplications as it has enough replicas 
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: int computeReplicationWorkForBlocks(java.util.List)>,info,BLOCK* Removing  <*>  from neededReplications as it has enough replicas 
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: int computeReplicationWorkForBlocks(java.util.List)>,info,BLOCK* ask  <*>  to replicate  <*>  to  $u 
"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean processReport(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.hdfs.server.protocol.DatanodeStorage,org.apache.hadoop.hdfs.protocol.BlockListAsLongs,org.apache.hadoop.hdfs.server.protocol.BlockReportContext,boolean)>",debug,processReport x <*> : no zombie storages found. 
"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean processReport(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.hdfs.server.protocol.DatanodeStorage,org.apache.hadoop.hdfs.protocol.BlockListAsLongs,org.apache.hadoop.hdfs.server.protocol.BlockReportContext,boolean)>",debug,processReport x <*> :  <*>  more RPCs remaining in this report. 
"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean processReport(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.hdfs.server.protocol.DatanodeStorage,org.apache.hadoop.hdfs.protocol.BlockListAsLongs,org.apache.hadoop.hdfs.server.protocol.BlockReportContext,boolean)>",info,BLOCK* processReport: discarded non-initial block report from  nodeID  because namenode still in startup phase 
"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean processReport(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.hdfs.server.protocol.DatanodeStorage,org.apache.hadoop.hdfs.protocol.BlockListAsLongs,org.apache.hadoop.hdfs.server.protocol.BlockReportContext,boolean)>",info,BLOCK* processReport: Received first block report from  storage  after starting up or becoming active. Its block  contents are no longer considered stale 
"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean processReport(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.hdfs.server.protocol.DatanodeStorage,org.apache.hadoop.hdfs.protocol.BlockListAsLongs,org.apache.hadoop.hdfs.server.protocol.BlockReportContext,boolean)>",info,BLOCK* processReport:  staleBefore  on  <*>  size  <*>  does not belong to any file 
"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean processReport(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.hdfs.server.protocol.DatanodeStorage,org.apache.hadoop.hdfs.protocol.BlockListAsLongs,org.apache.hadoop.hdfs.server.protocol.BlockReportContext,boolean)>",info,"BLOCK* processReport: from storage  <*>  node  nodeID , blocks:  <*> , hasStaleStorages:  <*> , processing time:  <*>  msecs "
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean isReplicationInProgress(org.apache.hadoop.hdfs.server.blockmanagement.DatanodeDescriptor)>,warn,"srcNode  srcNode  is dead  when decommission is in progress. Continue to mark  it as decommission in progress. In that way, when it rejoins the  cluster it can continue the decommission process. "
"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean invalidateBlock(org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$BlockToMarkCorrupt,org.apache.hadoop.hdfs.protocol.DatanodeInfo)>",debug,BLOCK* invalidateBlocks:  b  on  dn  listed for deletion. 
"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean invalidateBlock(org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$BlockToMarkCorrupt,org.apache.hadoop.hdfs.protocol.DatanodeInfo)>",info,BLOCK* invalidateBlock:  b  on  dn 
"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean invalidateBlock(org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$BlockToMarkCorrupt,org.apache.hadoop.hdfs.protocol.DatanodeInfo)>",info,BLOCK* invalidateBlocks: postponing invalidation of  b  on  dn  because  <*>  replica(s) are located on nodes  with potentially out-of-date block reports 
"<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager: boolean invalidateBlock(org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$BlockToMarkCorrupt,org.apache.hadoop.hdfs.protocol.DatanodeInfo)>",info,BLOCK* invalidateBlocks:  b  on  dn  is the only copy and was not deleted 
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$ReplicationMonitor: void run()>,fatal,ReplicationMonitor thread received Runtime exception. 
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$ReplicationMonitor: void run()>,info,Stopping ReplicationMonitor.
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$ReplicationMonitor: void run()>,info,ReplicationMonitor received an exception while shutting down.
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$ReplicationMonitor: void run()>,info,Stopping ReplicationMonitor for testing.
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$1: void run()>,error,Error while processing replication queues async
<org.apache.hadoop.hdfs.server.blockmanagement.BlockManager$1: void run()>,info,Interrupted while processing replication queues.
<org.apache.hadoop.hdfs.server.blockmanagement.BlockInfoUnderConstruction: void setGenerationStampAndVerifyReplicas(long)>,info,BLOCK* Removing stale replica from location:  <*> 
<org.apache.hadoop.hdfs.server.blockmanagement.BlockInfoUnderConstruction: void initializeBlockRecovery(long)>,info,"BLOCK*  this  recovery started, primary= primary "
<org.apache.hadoop.hdfs.server.blockmanagement.BlockInfoUnderConstruction: void initializeBlockRecovery(long)>,warn,"BLOCK* BlockInfoUnderConstruction.initLeaseRecovery: No blocks found, lease removed."
<org.apache.hadoop.hdfs.server.balancer.NameNodeConnector: void close()>,warn,Failed to delete  <*> 
<org.apache.hadoop.hdfs.server.balancer.KeyManager: void close()>,warn,Exception shutting down access key updater thread
"<org.apache.hadoop.hdfs.server.balancer.KeyManager: void <init>(java.lang.String,org.apache.hadoop.hdfs.server.protocol.NamenodeProtocol,boolean,org.apache.hadoop.conf.Configuration)>",info,"Block token params received from NN: update interval= <*> , token lifetime= <*> "
<org.apache.hadoop.hdfs.server.balancer.KeyManager$BlockKeyUpdater: void run()>,debug,InterruptedException in block key updater thread
<org.apache.hadoop.hdfs.server.balancer.KeyManager$BlockKeyUpdater: void run()>,error,Failed to set keys
<org.apache.hadoop.hdfs.server.balancer.KeyManager$BlockKeyUpdater: void run()>,error,Exception in block key updater thread
<org.apache.hadoop.hdfs.server.balancer.KeyManager$BlockKeyUpdater: void close()>,warn,Exception shutting down key updater thread
"<org.apache.hadoop.hdfs.server.balancer.KeyManager$BlockKeyUpdater: void <init>(org.apache.hadoop.hdfs.server.balancer.KeyManager,long)>",info,Update block keys every  <*> 
<org.apache.hadoop.hdfs.server.balancer.Dispatcher: long dispatchBlockMoves()>,warn,Dispatcher thread failed
<org.apache.hadoop.hdfs.server.balancer.Dispatcher: boolean shouldIgnore(org.apache.hadoop.hdfs.protocol.DatanodeInfo)>,trace,"Excluding datanode  dn :  <*> ,  <*> ,  <*> ,  notIncluded "
<org.apache.hadoop.hdfs.server.balancer.Dispatcher$Source: void dispatchBlocks()>,warn,Exception while getting block list
<org.apache.hadoop.hdfs.server.balancer.Dispatcher$PendingMove: void dispatch()>,debug,Start moving  this 
<org.apache.hadoop.hdfs.server.balancer.Dispatcher$PendingMove: void dispatch()>,info,Successfully moved  this 
<org.apache.hadoop.hdfs.server.balancer.Dispatcher$PendingMove: void dispatch()>,warn,Failed to move  this :  <*> 
"<org.apache.hadoop.hdfs.server.balancer.Dispatcher$PendingMove: boolean markMovedIfGoodBlock(org.apache.hadoop.hdfs.server.balancer.Dispatcher$DBlock,org.apache.hadoop.hdfs.StorageType)>",debug,Decided to move  this 
"<org.apache.hadoop.hdfs.server.balancer.Balancer: void matchSourceWithTargetToMove(org.apache.hadoop.hdfs.server.balancer.Dispatcher$Source,org.apache.hadoop.hdfs.server.balancer.Dispatcher$DDatanode$StorageGroup)>",info,Decided to move  <*>  bytes from  <*>  to  <*> 
<org.apache.hadoop.hdfs.server.balancer.Balancer: void main(java.lang.String[])>,error,Exiting balancer due an exception
<org.apache.hadoop.hdfs.server.balancer.Balancer: void logUtilizationCollections()>,logUtilizationCollection,over-utilized
<org.apache.hadoop.hdfs.server.balancer.Balancer: void logUtilizationCollections()>,logUtilizationCollection,above-average
<org.apache.hadoop.hdfs.server.balancer.Balancer: void logUtilizationCollections()>,logUtilizationCollection,below-average
<org.apache.hadoop.hdfs.server.balancer.Balancer: void logUtilizationCollections()>,logUtilizationCollection,underutilized
"<org.apache.hadoop.hdfs.server.balancer.Balancer: void logUtilizationCollection(java.lang.String,java.util.Collection)>",info,<*>   name :  items 
"<org.apache.hadoop.hdfs.server.balancer.Balancer: int run(java.util.Collection,org.apache.hadoop.hdfs.server.balancer.Balancer$Parameters,org.apache.hadoop.conf.Configuration)>",info,namenodes  =  namenodes 
"<org.apache.hadoop.hdfs.server.balancer.Balancer: int run(java.util.Collection,org.apache.hadoop.hdfs.server.balancer.Balancer$Parameters,org.apache.hadoop.conf.Configuration)>",info,parameters =  p 
<org.apache.hadoop.hdfs.server.balancer.Balancer$Cli: org.apache.hadoop.hdfs.server.balancer.Balancer$Parameters parse(java.lang.String[])>,info,Using a threshold of  <*> 
"<org.apache.hadoop.hdfs.security.token.delegation.DelegationTokenSecretManager: void addPersistedDelegationToken(org.apache.hadoop.hdfs.security.token.delegation.DelegationTokenIdentifier,long)>",<init>,Same delegation token being added twice; invalid entry in fsimage or editlogs
"<org.apache.hadoop.hdfs.security.token.delegation.DelegationTokenSecretManager: void addPersistedDelegationToken(org.apache.hadoop.hdfs.security.token.delegation.DelegationTokenIdentifier,long)>",warn,No KEY found for persisted identifier  <*> 
"<org.apache.hadoop.hdfs.security.token.block.BlockTokenSecretManager: void checkAccess(org.apache.hadoop.hdfs.security.token.block.BlockTokenIdentifier,java.lang.String,org.apache.hadoop.hdfs.protocol.ExtendedBlock,org.apache.hadoop.hdfs.security.token.block.BlockTokenSecretManager$AccessMode)>",debug,"Checking access for user= userId , block= block , access mode= mode  using  <*> "
<org.apache.hadoop.hdfs.security.token.block.BlockTokenSecretManager: void addKeys(org.apache.hadoop.hdfs.security.token.block.ExportedBlockKeys)>,info,Setting block keys
<org.apache.hadoop.hdfs.security.token.block.BlockTokenSecretManager: org.apache.hadoop.hdfs.security.token.block.ExportedBlockKeys exportKeys()>,debug,Exporting access keys
<org.apache.hadoop.hdfs.security.token.block.BlockTokenSecretManager: byte[] createPassword(org.apache.hadoop.hdfs.security.token.block.BlockTokenIdentifier)>,debug,Generating block token for  <*> 
<org.apache.hadoop.hdfs.security.token.block.BlockTokenSecretManager: boolean updateKeys()>,info,Updating block keys
<org.apache.hadoop.hdfs.RemoteBlockReader2: void sendReadResult(org.apache.hadoop.hdfs.protocol.proto.DataTransferProtos$Status)>,info,Could not send read status ( statusCode ) to datanode  <*> :  <*> 
<org.apache.hadoop.hdfs.RemoteBlockReader2: void readTrailingEmptyPacket()>,trace,Reading empty packet at end of read
<org.apache.hadoop.hdfs.RemoteBlockReader2: void readNextPacket()>,trace,DFSClient readNextPacket got header  <*> 
"<org.apache.hadoop.hdfs.RemoteBlockReader: void sendReadResult(org.apache.hadoop.hdfs.net.Peer,org.apache.hadoop.hdfs.protocol.proto.DataTransferProtos$Status)>",info,Could not send read status ( statusCode ) to datanode  <*> :  <*> 
"<org.apache.hadoop.hdfs.RemoteBlockReader: int readChunk(long,byte[],int,int,byte[])>",debug,DFSClient readChunk got header  $u 
<org.apache.hadoop.hdfs.qjournal.server.JournalNode: void stop(int)>,warn,Unable to stop HTTP server for  this 
"<org.apache.hadoop.hdfs.qjournal.server.JournalNode: org.apache.hadoop.hdfs.qjournal.server.Journal getOrCreateJournal(java.lang.String,org.apache.hadoop.hdfs.server.common.HdfsServerConstants$StartupOption)>",info,Initializing journal in directory  <*> 
<org.apache.hadoop.hdfs.qjournal.server.JournalNode$ErrorReporter: void reportErrorOnFile(java.io.File)>,fatal,Error reported on file  f ... exiting 
<org.apache.hadoop.hdfs.qjournal.server.Journal: void updateLastPromisedEpoch(long)>,info,Updating lastPromisedEpoch from  <*>  to  newEpoch  for client  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.Journal: void startLogSegment(org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,long,int)>",info,Updating lastWriterEpoch from  <*>  to  <*>  for client  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.Journal: void startLogSegment(org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,long,int)>",warn,Client is requesting a new log segment  txid  though we are already writing  <*> .  Aborting the current segment in order to begin the new one. 
"<org.apache.hadoop.hdfs.qjournal.server.Journal: void journal(org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,long,long,int,byte[])>",trace,Writing txid  firstTxnId - <*> 
"<org.apache.hadoop.hdfs.qjournal.server.Journal: void journal(org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,long,long,int,byte[])>",warn,Sync of transaction range  firstTxnId - <*>  took  <*> ms 
<org.apache.hadoop.hdfs.qjournal.server.Journal: void format(org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>,info,Formatting  this  with namespace info:  nsInfo 
"<org.apache.hadoop.hdfs.qjournal.server.Journal: void finalizeLogSegment(org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,long,long)>",info,Validating log segment  <*>  about to be  finalized 
<org.apache.hadoop.hdfs.qjournal.server.Journal: void doUpgrade(org.apache.hadoop.hdfs.server.common.StorageInfo)>,info,Starting upgrade of edits directory: .\n   old LV =  <*> ; old CTime =  <*> .\n   new LV =  <*> ; new CTime =  <*> 
<org.apache.hadoop.hdfs.qjournal.server.Journal: void doFinalize()>,info,Finalizing upgrade for journal  <*> . <*> 
<org.apache.hadoop.hdfs.qjournal.server.Journal: void completeHalfDoneAcceptRecovery(org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$PersistedRecoveryPaxosData)>,info,Rolling forward previously half-completed synchronization:  <*>  ->  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.Journal: void acceptRecovery(org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$SegmentStateProto,java.net.URL)>",alwaysAssert,<*> 
"<org.apache.hadoop.hdfs.qjournal.server.Journal: void acceptRecovery(org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$SegmentStateProto,java.net.URL)>",info,Synchronizing log  <*> : no current segment in place 
"<org.apache.hadoop.hdfs.qjournal.server.Journal: void acceptRecovery(org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$SegmentStateProto,java.net.URL)>",info,Synchronizing log  <*> : old segment  <*>  is not the right length 
"<org.apache.hadoop.hdfs.qjournal.server.Journal: void acceptRecovery(org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$SegmentStateProto,java.net.URL)>",info,Skipping download of log  <*> : already have up-to-date logs 
"<org.apache.hadoop.hdfs.qjournal.server.Journal: void acceptRecovery(org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$SegmentStateProto,java.net.URL)>",info,Accepted recovery for segment  <*> :  <*> 
<org.apache.hadoop.hdfs.qjournal.server.Journal: org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile scanStorageForLatestEdits()>,info,Scanning storage  <*> 
<org.apache.hadoop.hdfs.qjournal.server.Journal: org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile scanStorageForLatestEdits()>,info,Latest log is  latestLog 
<org.apache.hadoop.hdfs.qjournal.server.Journal: org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile scanStorageForLatestEdits()>,info,No files in  <*> 
<org.apache.hadoop.hdfs.qjournal.server.Journal: org.apache.hadoop.hdfs.server.namenode.FileJournalManager$EditLogFile scanStorageForLatestEdits()>,warn,Latest log  latestLog  has no transactions.  moving it aside and looking for previous log 
<org.apache.hadoop.hdfs.qjournal.server.Journal: org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$SegmentStateProto getSegmentInfo(long)>,info,Edit log file  <*>  appears to be empty.  Moving it aside... 
<org.apache.hadoop.hdfs.qjournal.server.Journal: org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$SegmentStateProto getSegmentInfo(long)>,info,getSegmentInfo( segmentTxId ):  <*>  ->  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.Journal: org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$PrepareRecoveryResponseProto prepareRecovery(org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,long)>",info,Prepared recovery for segment  segmentTxId :  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.Journal: java.io.File syncLog(org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,org.apache.hadoop.hdfs.qjournal.protocol.QJournalProtocolProtos$SegmentStateProto,java.net.URL)>",info,Synchronizing log  <*>  from  url 
<org.apache.hadoop.hdfs.qjournal.server.Journal$1: java.lang.Void run()>,warn,Failed to delete temporary file  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.JNStorage: void purgeMatching(java.io.File,java.util.List,long)>",info,Purging no-longer needed file  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.JNStorage: void purgeMatching(java.io.File,java.util.List,long)>",warn,Unable to delete no-longer-needed data  f 
<org.apache.hadoop.hdfs.qjournal.server.JNStorage: void format(org.apache.hadoop.hdfs.server.protocol.NamespaceInfo)>,info,Formatting journal  <*>  with nsid:  <*> 
<org.apache.hadoop.hdfs.qjournal.server.JNStorage: void close()>,info,Closing journal storage for  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.GetJournalEditServlet: boolean isValidRequestor(javax.servlet.http.HttpServletRequest,org.apache.hadoop.conf.Configuration)>",debug,Validating request made by  <*>  /  <*> . This user is:  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.GetJournalEditServlet: boolean isValidRequestor(javax.servlet.http.HttpServletRequest,org.apache.hadoop.conf.Configuration)>",debug,SecondaryNameNode principal could not be added
"<org.apache.hadoop.hdfs.qjournal.server.GetJournalEditServlet: boolean isValidRequestor(javax.servlet.http.HttpServletRequest,org.apache.hadoop.conf.Configuration)>",debug,isValidRequestor is comparing to valid requestor:  msg 
"<org.apache.hadoop.hdfs.qjournal.server.GetJournalEditServlet: boolean isValidRequestor(javax.servlet.http.HttpServletRequest,org.apache.hadoop.conf.Configuration)>",debug,isValidRequestor is allowing:  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.GetJournalEditServlet: boolean isValidRequestor(javax.servlet.http.HttpServletRequest,org.apache.hadoop.conf.Configuration)>",debug,isValidRequestor is allowing other JN principal:  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.GetJournalEditServlet: boolean isValidRequestor(javax.servlet.http.HttpServletRequest,org.apache.hadoop.conf.Configuration)>",debug,isValidRequestor is rejecting:  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.GetJournalEditServlet: boolean isValidRequestor(javax.servlet.http.HttpServletRequest,org.apache.hadoop.conf.Configuration)>",warn,Received null remoteUser while authorizing access to GetJournalEditServlet
"<org.apache.hadoop.hdfs.qjournal.server.GetJournalEditServlet: boolean checkStorageInfoOrSendError(org.apache.hadoop.hdfs.qjournal.server.JNStorage,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>",warn,Received an invalid request file transfer request from  <*> :  <*> 
"<org.apache.hadoop.hdfs.qjournal.server.GetJournalEditServlet: boolean checkRequestorOrSendError(org.apache.hadoop.conf.Configuration,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>",warn,Received non-NN/JN request for edits from  <*> 
<org.apache.hadoop.hdfs.qjournal.client.QuorumOutputStream: void flushAndSync(boolean)>,waitForWriteQuorum,<*> <*> <*> <*>
<org.apache.hadoop.hdfs.qjournal.client.QuorumOutputStream: void abort()>,warn,Aborting  this 
"<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void selectInputStreams(java.util.Collection,long,boolean)>",debug,selectInputStream manifests:\n <*> 
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void recoverUnfinalizedSegments()>,debug,newEpoch( <*> ) responses:\n <*> 
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void recoverUnfinalizedSegments()>,info,Starting recovery process for unclosed journal segments...
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void recoverUnfinalizedSegments()>,info,Successfully started new epoch  <*> 
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void recoverUnclosedSegment(long)>,<init>,"One of the loggers had a response, but no best logger was found."
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void recoverUnclosedSegment(long)>,info,Beginning recovery of unclosed segment starting at txid  segmentTxId 
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void recoverUnclosedSegment(long)>,info,Recovery prepare phase complete. Responses:\n <*> 
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void recoverUnclosedSegment(long)>,info,Using already-accepted recovery for segment starting at txid  segmentTxId :  <*> 
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void recoverUnclosedSegment(long)>,info,Using longest log:  <*> 
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void recoverUnclosedSegment(long)>,info,None of the responders had a log to recover:  <*> 
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void recoverUnclosedSegment(long)>,waitForWriteQuorum,<*> <*>
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void recoverUnclosedSegment(long)>,waitForWriteQuorum,<*> <*>
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void purgeLogsOlderThan(long)>,info,Purging remote journals older than txid  minTxIdToKeep 
"<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void finalizeLogSegment(long,long)>",waitForWriteQuorum,firstTxId lastTxId
"<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: void <init>(org.apache.hadoop.conf.Configuration,java.net.URI,org.apache.hadoop.hdfs.server.protocol.NamespaceInfo,org.apache.hadoop.hdfs.qjournal.client.AsyncLogger$Factory)>",<init>,loggerFactory
"<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: org.apache.hadoop.hdfs.server.namenode.EditLogOutputStream startLogSegment(long,int)>",waitForWriteQuorum,txId layoutVersion
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: java.util.List getLoggerAddresses(java.net.URI)>,warn,Quorum journal URI \' uri \' has an even number  of Journal Nodes specified. This is not recommended! 
<org.apache.hadoop.hdfs.qjournal.client.QuorumJournalManager: boolean hasSomeData()>,<init>,Timed out waiting for response from loggers
"<org.apache.hadoop.hdfs.qjournal.client.QuorumCall: void waitFor(int,int,int,int,java.lang.String)>",info,msg . No responses yet. 
"<org.apache.hadoop.hdfs.qjournal.client.QuorumCall: void waitFor(int,int,int,int,java.lang.String)>",warn,msg . No responses yet. 
<org.apache.hadoop.hdfs.qjournal.client.IPCLoggerChannel$7: java.lang.Void call()>,addWriteEndToEndLatency,<*> <*>
<org.apache.hadoop.hdfs.qjournal.client.IPCLoggerChannel$7: java.lang.Void call()>,addWriteEndToEndLatency,<*> <*>
<org.apache.hadoop.hdfs.qjournal.client.IPCLoggerChannel$7: java.lang.Void call()>,addWriteRpcLatency,<*> <*>
<org.apache.hadoop.hdfs.qjournal.client.IPCLoggerChannel$7: java.lang.Void call()>,addWriteRpcLatency,<*> <*>
<org.apache.hadoop.hdfs.qjournal.client.IPCLoggerChannel$7: java.lang.Void call()>,warn,Took  <*> ms to send a batch of  <*>  edits ( <*>  bytes) to  remote journal  <*> 
<org.apache.hadoop.hdfs.qjournal.client.IPCLoggerChannel$7: java.lang.Void call()>,warn,Remote journal  <*>  failed to  write txns  <*> - <*> . Will try to write to this JN again after the next  log roll. 
<org.apache.hadoop.hdfs.qjournal.client.IPCLoggerChannel$7: java.lang.Void call()>,warn,Took  <*> ms to send a batch of  <*>  edits ( <*>  bytes) to  remote journal  <*> 
<org.apache.hadoop.hdfs.qjournal.client.IPCLoggerChannel$10: java.lang.Void call()>,info,Restarting previously-stopped writes to  <*>  in segment starting at txid  <*> 
"<org.apache.hadoop.hdfs.protocolPB.ClientDatanodeProtocolTranslatorPB: void <init>(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.conf.Configuration,int,boolean)>",debug,Connecting to datanode  <*>  addr= <*> 
"<org.apache.hadoop.hdfs.protocolPB.ClientDatanodeProtocolTranslatorPB: org.apache.hadoop.hdfs.protocolPB.ClientDatanodeProtocolPB createClientDatanodeProtocolProxy(org.apache.hadoop.hdfs.protocol.DatanodeID,org.apache.hadoop.conf.Configuration,int,boolean,org.apache.hadoop.hdfs.protocol.LocatedBlock)>",debug,Connecting to datanode  <*>  addr= <*> 
"<org.apache.hadoop.hdfs.protocol.datatransfer.Sender: void send(java.io.DataOutputStream,org.apache.hadoop.hdfs.protocol.datatransfer.Op,com.google.protobuf.Message)>",trace,Sending DataTransferOp  <*> :  proto 
"<org.apache.hadoop.hdfs.protocol.datatransfer.sasl.SaslDataTransferServer: org.apache.hadoop.hdfs.protocol.datatransfer.IOStreamPair receive(org.apache.hadoop.hdfs.net.Peer,java.io.OutputStream,java.io.InputStream,int,org.apache.hadoop.hdfs.protocol.DatanodeID)>",debug,"SASL server doing encrypted handshake for peer = {}, datanodeId = {}"
